Upstream G:A:V,Downstream G:A:V
com.google.protobuf:protobuf-java:3.19.1,io.github.zero-deps:proto_2.13:2.1.1
com.google.protobuf:protobuf-java:3.19.1,io.github.zero-deps:proto_3:2.1.1
com.google.protobuf:protobuf-java:3.19.1,io.grpc:grpc-alts:1.43.0
com.google.protobuf:protobuf-java:3.19.1,io.higherkindness:skeuomorph_2.12:0.1.3
com.google.protobuf:protobuf-java:3.19.1,io.higherkindness:skeuomorph_2.13:0.1.3
com.google.protobuf:protobuf-java:3.19.1,io.kubernetes:client-java:14.0.0
com.google.protobuf:protobuf-java:3.19.1,io.kubernetes:client-java-proto:14.0.0
com.google.protobuf:protobuf-java:3.19.1,io.netty.contrib:netty-codec-extras:5.0.0.Alpha1
com.google.protobuf:protobuf-java:3.19.1,io.opentelemetry:opentelemetry-exporter-jaeger-proto:1.10.0
com.google.protobuf:protobuf-java:3.19.1,io.opentelemetry:opentelemetry-sdk-extension-jaeger-remote-sampler:1.10.1
com.google.protobuf:protobuf-java:3.19.1,io.provenance.asset:maven:0.0.0-test2
com.google.protobuf:protobuf-java:3.19.1,io.provenance.asset:sdk:0.0.0-test5
com.google.protobuf:protobuf-java:3.19.1,io.provenance.classification.asset:client:0.0.3
com.google.protobuf:protobuf-java:3.19.1,io.provenance.model:metadata-asset-model:0.1.5
com.google.protobuf:protobuf-java:3.19.1,io.provenance.objectstore.gateway:client:2.0.2
com.google.protobuf:protobuf-java:3.19.1,io.provenance.objectstore.gateway:proto:1.1.1
com.google.protobuf:protobuf-java:3.19.1,io.quarkus:quarkus-grpc-protoc-plugin:2.5.0.Final
com.google.protobuf:protobuf-java:3.19.1,io.servicetalk:servicetalk-data-protobuf:0.42.0
com.google.protobuf:protobuf-java:3.19.1,io.servicetalk:servicetalk-grpc-api:0.42.0
com.google.protobuf:protobuf-java:3.19.1,io.servicetalk:servicetalk-grpc-netty:0.42.0
com.google.protobuf:protobuf-java:3.19.1,io.servicetalk:servicetalk-grpc-protobuf:0.42.0
com.google.protobuf:protobuf-java:3.19.1,io.servicetalk:servicetalk-grpc-protoc:0.42.0
com.google.protobuf:protobuf-java:3.19.1,io.zeebe:zeebe-exporter-protobuf:1.1.0
com.google.protobuf:protobuf-java:3.19.1,no.entur:netex-protobuf:1.58
com.google.protobuf:protobuf-java:3.19.1,no.entur.mapstruct.spi:protobuf-usage:1.17
com.google.protobuf:protobuf-java:3.19.1,org.bboxdb:bboxdb-tools:1.0.0-rc2
com.google.protobuf:protobuf-java:3.19.1,org.beangle.serializer:beangle-serializer-protobuf_3:0.0.22
com.google.protobuf:protobuf-java:3.19.1,org.bitlap:scala-macro-tools_2.11:0.3.4
com.google.protobuf:protobuf-java:3.19.1,org.bitlap:scala-macro-tools_2.12:0.3.4
com.google.protobuf:protobuf-java:3.19.1,org.bitlap:scala-macro-tools_2.13:0.3.4
com.google.protobuf:protobuf-java:3.19.1,org.curioswitch.curiostack:protobuf-jackson:2.0.0
com.google.protobuf:protobuf-java:3.19.1,org.drasyl:drasyl-node:0.6.0
com.google.protobuf:protobuf-java:3.19.1,org.projectnessie:nessie-quarkus:0.17.0
com.google.protobuf:protobuf-java:3.19.1,org.projectnessie:nessie-server-store:0.14.0
com.google.protobuf:protobuf-java:3.19.1,org.projectnessie:nessie-versioned-persist-serialize:0.17.0
com.google.protobuf:protobuf-java:3.19.1,org.projectnessie:nessie-versioned-spi:0.15.1
com.google.protobuf:protobuf-java:3.19.1,org.projectnessie.cel:cel-generated-pb:0.2.2
com.google.protobuf:protobuf-java:3.19.1,pro.streem.pbandk:protoc-gen-pbandk-lib-jvm:0.14.0
com.google.protobuf:protobuf-java:3.19.1,software.amazon.kinesis:amazon-kinesis-client:2.3.10
com.google.protobuf:protobuf-java:3.19.1,ws.leap.kert:kert-grpc:0.6.0
com.google.protobuf:protobuf-java:3.19.1,xyz.gianlu.librespot:librespot-lib:1.6.2
mysql:mysql-connector-java:5.1.38,br.com.codecode:vlocadora-dao:6.0
mysql:mysql-connector-java:5.1.38,br.com.objectos.db:bootstrap-maven-plugin-it:0.3.0
mysql:mysql-connector-java:5.1.38,br.com.objectos.db:mysql:0.3.0
mysql:mysql-connector-java:5.1.38,cc.ecore:spring-jfinal:0.0.1
mysql:mysql-connector-java:5.1.38,cn.cocook:cocook-mvc:1.0.3
mysql:mysql-connector-java:5.1.38,cn.dubby:itbus:0.2.8
mysql:mysql-connector-java:5.1.38,cn.fornever:tools:1.0-RELEASE
mysql:mysql-connector-java:5.1.38,cn.miniants:core:1.0.0
mysql:mysql-connector-java:5.1.38,cn.miniants:miniants-core:1.0.1
mysql:mysql-connector-java:5.1.38,cn.net.vidyo:jsmth-data:3.3.120.RELEASE
mysql:mysql-connector-java:5.1.38,cn.net.vidyo:jsmth-orm:3.3.120.RELEASE
mysql:mysql-connector-java:5.1.38,cn.ps1:aolai:0.0.1
mysql:mysql-connector-java:5.1.38,cn.zidot:sprite-framework-bone:2.1.0
mysql:mysql-connector-java:5.1.38,com.ailbb:ajj:1.4
mysql:mysql-connector-java:5.1.38,com.alibaba:druid:1.0.18
mysql:mysql-connector-java:5.1.38,com.baomidou:mybatisplus-maven-plugin:1.0
mysql:mysql-connector-java:5.1.38,com.caitaojun.codegenerator:codegenerator:0.0.2
mysql:mysql-connector-java:5.1.38,com.ecfront:ez-dbutils:2.8.0
mysql:mysql-connector-java:5.1.38,com.emarsys:rdb-connector-mysql_2.12:HEAD+20181013-1108
mysql:mysql-connector-java:5.1.38,com.farerboy:framework-boot-orm:0.0.7
mysql:mysql-connector-java:5.1.38,com.gitblit.iciql:iciql:2.1.0
mysql:mysql-connector-java:5.1.38,com.gitee.sunlu:zm-cloud-dao:1.0.0
mysql:mysql-connector-java:5.1.38,com.gitee.sunlu:zm-cloud-generator:1.0.0
mysql:mysql-connector-java:5.1.38,com.github.120011676:mybatis-j2cache:1.0.3
mysql:mysql-connector-java:5.1.38,com.github.1991wangliang:lorne_mysql:1.0.1
mysql:mysql-connector-java:5.1.38,com.github.1991wangliang:lorne_quartz:1.0.0
mysql:mysql-connector-java:5.1.38,com.github.695067018:core:1.0-0
mysql:mysql-connector-java:5.1.38,com.github.9215095360:spring-min:1.2.RELEASE
mysql:mysql-connector-java:5.1.38,com.github.belhe001:myWebMiner:0.0.2
mysql:mysql-connector-java:5.1.38,com.github.esrrhs:fakecore:1.0.16
mysql:mysql-connector-java:5.1.38,com.github.gitssie:play-changestream_2.12:2.6.7
mysql:mysql-connector-java:5.1.38,com.github.hackerwin7:jlib-utils:0.1.1
mysql:mysql-connector-java:5.1.38,com.github.harbby:sylph-mysql:0.6.0-alpha3
mysql:mysql-connector-java:5.1.38,com.github.lihengming:potato-orm:1.0
mysql:mysql-connector-java:5.1.38,com.github.mrstampy:gameboot:0.0.1
mysql:mysql-connector-java:5.1.38,com.github.nic-luo:rober-base:1.0
mysql:mysql-connector-java:5.1.38,com.github.nic-luo:rober-dataform:1.0
mysql:mysql-connector-java:5.1.38,com.github.nic-luo:rober-office:1.0
mysql:mysql-connector-java:5.1.38,com.github.nic-luo:rober-runtime:1.0
mysql:mysql-connector-java:5.1.38,com.github.nic-luo:rober-sql:1.0
mysql:mysql-connector-java:5.1.38,com.github.rogerhehe:gamecore:1.0.8
mysql:mysql-connector-java:5.1.38,com.github.sunywdev:routelimit:1.0.1
mysql:mysql-connector-java:5.1.38,com.github.swiftech:swiftdao:0.1.2
mysql:mysql-connector-java:5.1.38,com.github.toto-castaldi:integration-test-system:1.0
mysql:mysql-connector-java:5.1.38,com.github.twogoods:tgdao-example:0.1.3
mysql:mysql-connector-java:5.1.38,com.github.weichun97:generate-api:1.1.0
mysql:mysql-connector-java:5.1.38,com.github.xxdxxs:xxdxxs:1.0.1-RELEASE
mysql:mysql-connector-java:5.1.38,com.github.xxdxxs:xxdxxs-beta:1.0.0
mysql:mysql-connector-java:5.1.38,com.helger:peppol-smp-server-sql:4.1.2
mysql:mysql-connector-java:5.1.38,com.hubspot.rosetta:RosettaCore:3.10.10
mysql:mysql-connector-java:5.1.38,com.impetus.blkchn:blkchn-sql-addons:1.0.0
mysql:mysql-connector-java:5.1.38,com.impetus.fabric:fabric-jdbc-driver:1.0.0
mysql:mysql-connector-java:5.1.38,com.impetus.fabric:fabric-jdbc-examples:1.0.0
mysql:mysql-connector-java:5.1.38,com.jalalkiswani:jk-db:0.0.4
mysql:mysql-connector-java:5.1.38,com.jalalkiswani:smart-desktop:0.0.8
mysql:mysql-connector-java:5.1.38,com.jalalkiswani:smart-eis-desktop:0.0.9-4
mysql:mysql-connector-java:5.1.38,com.jporm:jpo-test-data:8.5.12
mysql:mysql-connector-java:5.1.38,com.nitorcreations:nflow-tests:3.2.0
mysql:mysql-connector-java:5.1.38,com.outegret:support-generator:1.6.0.RELEASE
mysql:mysql-connector-java:5.1.38,com.outegret:support-jpa:1.1.3.1.RELEASE
mysql:mysql-connector-java:5.1.38,com.outegret:support-mybatis:1.5.1.RELEASE
mysql:mysql-connector-java:5.1.38,com.qspin.qtaste:qtaste-demo-testapi:3.0.0
mysql:mysql-connector-java:5.1.38,com.reactific:slickery_2.11:0.3.4
mysql:mysql-connector-java:5.1.38,com.tascape.qa:testharness:1.1.5
mysql:mysql-connector-java:5.1.38,com.tencent.devops.leaf:leaf-core:1.0.0-RELEASE
mysql:mysql-connector-java:5.1.38,com.thankjava.toolkit3d:fast-toolkit3d:1.1.2
mysql:mysql-connector-java:5.1.38,com.tmsps:ne4SpringBoot:1.3.3
mysql:mysql-connector-java:5.1.38,com.torodb.torod.backends.drivers:mysql:0.40
mysql:mysql-connector-java:5.1.38,com.wichell:framework-log-log4j:1.0.0
mysql:mysql-connector-java:5.1.38,com.wichell:framework-pagination-mybatis:1.0.0
mysql:mysql-connector-java:5.1.38,com.wichell:framework-proxy-mybatis:1.0.0
mysql:mysql-connector-java:5.1.38,com.wubaer.sghd:common-ramcache:1.0
mysql:mysql-connector-java:5.1.38,com.y3tu:y3tu-tool-web:1.1
mysql:mysql-connector-java:5.1.38,de.svenkubiak:mangooio-hibernate-extension:2.0.0
mysql:mysql-connector-java:5.1.38,edu.uiuc.ncsa.myproxy:oa4mp-client-loader-oauth1:3.3
mysql:mysql-connector-java:5.1.38,edu.uiuc.ncsa.myproxy:oa4mp-client-test:3.3.0.2
mysql:mysql-connector-java:5.1.38,eu.freme-project:common:1.0
mysql:mysql-connector-java:5.1.38,foundation.stack:jdbc-driver:0.1.0
mysql:mysql-connector-java:5.1.38,group.rober:rober-base:2.1.4
mysql:mysql-connector-java:5.1.38,group.rober:rober-base-starter:3.2.2
mysql:mysql-connector-java:5.1.38,group.rober:rober-dataform:2.0.1
mysql:mysql-connector-java:5.1.38,group.rober:rober-dataform-starter:3.1.0
mysql:mysql-connector-java:5.1.38,group.rober:rober-office:2.0.1
mysql:mysql-connector-java:5.1.38,group.rober:rober-pagelet:3.2.0
mysql:mysql-connector-java:5.1.38,group.rober:rober-pagelet-starter:3.2.0
mysql:mysql-connector-java:5.1.38,group.rober:rober-runtime:3.1.0
mysql:mysql-connector-java:5.1.38,group.rober:rober-runtime-starter:3.2.0
mysql:mysql-connector-java:5.1.38,group.rober:rober-sql:2.1.7
mysql:mysql-connector-java:5.1.38,group.rober:rober-sql-starter:3.2.2
mysql:mysql-connector-java:5.1.38,group.rober:rober-webruntime:3.2.0
mysql:mysql-connector-java:5.1.38,group.rober:rober-webruntime-starter:3.1.0
mysql:mysql-connector-java:5.1.38,io.eels:eel-core_2.10:0.25.1
mysql:mysql-connector-java:5.1.38,io.eels:eel-core_2.11:0.21.0
mysql:mysql-connector-java:5.1.38,io.eels:eel-hive_2.10:0.19.1
mysql:mysql-connector-java:5.1.38,io.eels:eel-hive_2.11:0.19.1
mysql:mysql-connector-java:5.1.38,io.github.cweijan:db-ultimate:1.4.93
mysql:mysql-connector-java:5.1.38,io.github.rcarlosdasilva:cogen:0.1
mysql:mysql-connector-java:5.1.38,io.github.weibodip:analysisql-mysql:1.1
mysql:mysql-connector-java:5.1.38,io.github.weibodip:analysisql-view:1.1
mysql:mysql-connector-java:5.1.38,io.github.xiongzhao1217:kiwi-code-generator:1.0.0
mysql:mysql-connector-java:5.1.38,io.github.yuemenglong:scala-orm:1.3.1
mysql:mysql-connector-java:5.1.38,io.nflow:nflow-tests:4.0.0
mysql:mysql-connector-java:5.1.38,io.robe:robe-admin:0.5.0.0-1007
mysql:mysql-connector-java:5.1.38,io.siddhi.distribution:io-siddhi-distribution-osgi-tests:0.1.0
mysql:mysql-connector-java:5.1.38,io.siddhi.distribution:io.siddhi.distribution.event.simulator.core:0.1.0
mysql:mysql-connector-java:5.1.38,io.symcpe.hendrix:hendrix-api:0.0.18
mysql:mysql-connector-java:5.1.38,io.zbus:zbus:1.0.0-b1
mysql:mysql-connector-java:5.1.38,it.unimi.di:mg4j:5.2.1
mysql:mysql-connector-java:5.1.38,it.unimi.di:mg4j-big:5.4.2
mysql:mysql-connector-java:5.1.38,online.sanen:cdm-core:1.0.0
mysql:mysql-connector-java:5.1.38,org.appng:appng-scheduler:1.11.3
mysql:mysql-connector-java:5.1.38,org.bithon.agent:agent-plugin-mysql-5.x-6.x:1.1.0-RELEASE
mysql:mysql-connector-java:5.1.38,org.codelibs.fess:fess-crawler-db-mysql:1.0.12
mysql:mysql-connector-java:5.1.38,org.darkphoenixs:connectionpool-client:1.2.1
mysql:mysql-connector-java:5.1.38,org.duracloud.db:account-management-db-repo:6.2.0
mysql:mysql-connector-java:5.1.38,org.duracloud.db:mill-db-repo:4.1.0-SNAPSHOt
mysql:mysql-connector-java:5.1.38,org.duracloud.snapshot:snapshot-common-db:1.8.2
mysql:mysql-connector-java:5.1.38,org.duracloud.snapshot:snapshot-service-impl:2.0.1
mysql:mysql-connector-java:5.1.38,org.forkjoin:forkjoin-jdbckit:2.0.2
mysql:mysql-connector-java:5.1.38,org.hspconsortium.reference:hspc-reference-api-mysql:0.9
mysql:mysql-connector-java:5.1.38,org.hspconsortium.reference:hspc-reference-api-mysql-multitenant:1.0.0
mysql:mysql-connector-java:5.1.38,org.iartisan:iartisan-admin-template:0.0.1
mysql:mysql-connector-java:5.1.38,org.iartisan:iartisan-generator-plugin:1.0.2
mysql:mysql-connector-java:5.1.38,org.iartisan:iartisan-runtime:0.0.2
mysql:mysql-connector-java:5.1.38,org.jooby:coverage-report:1.0.0.CR4
mysql:mysql-connector-java:5.1.38,org.jsimpledb:jsimpledb-kv-mysql:2.1.4
mysql:mysql-connector-java:5.1.38,org.jsimpledb:jsimpledb-kv-sql:2.0.0
mysql:mysql-connector-java:5.1.38,org.rapidoid:rapidoid-platform:5.3.3
mysql:mysql-connector-java:5.1.38,org.rapidoid:rapidoid-quick:5.1.7
mysql:mysql-connector-java:5.1.38,org.scalarelational:scalarelational-mariadb_2.11:1.3.0
mysql:mysql-connector-java:5.1.38,org.simpleflatmapper:sfm:2.7.6
mysql:mysql-connector-java:5.1.38,org.tomitribe:beryllium:0.2.13
mysql:mysql-connector-java:5.1.38,org.wallride:wallride-bootstrap:1.0.0.M5
mysql:mysql-connector-java:5.1.38,org.wallride:wallride-core:1.0.0.M11
mysql:mysql-connector-java:5.1.38,pub.codex:codex-common-db:3.2.14
mysql:mysql-connector-java:5.1.38,top.chenat:common-dao:1.0.1
mysql:mysql-connector-java:5.1.38,us.fatehi:schemacrawler-mysql:14.07.05
mysql:mysql-connector-java:5.1.38,us.fatehi:schemacrawler-testdb:14.06.01
tomcat:catalina:5.5.23,com.github.albfernandez:jbpm-tomcat:3.2.18.ayg
tomcat:catalina:5.5.23,com.godmonth:msm:1.3.6
tomcat:catalina:5.5.23,org.perfmon4j:perfmon4j-tomcat55:1.3.3
tomcat:catalina:5.5.23,org.springframework:spring:2.0.6
tomcat:catalina:5.5.23,org.springframework:spring-tomcat-weaver:2.5.6.SEC03
tomcat:catalina:5.5.23,tomcat:catalina-ant:5.5.23
tomcat:catalina:5.5.23,tomcat:catalina-cluster:5.5.23
tomcat:catalina:5.5.23,tomcat:catalina-optional:5.5.23
tomcat:catalina:5.5.23,tomcat:catalina-storeconfig:5.5.23
tomcat:catalina:5.5.23,tomcat:servlets-default:5.5.23
tomcat:catalina:5.5.23,tomcat:servlets-invoker:5.5.23
tomcat:catalina:5.5.23,tomcat:servlets-webdav:5.5.23
tomcat:catalina:5.5.23,tomcat:tomcat-ajp:5.5.23
org.cryptacular:cryptacular:1.2.3,org.pac4j:pac4j-saml:4.0.0-RC2
org.cryptacular:cryptacular:1.2.3,org.passay:passay:1.4.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.alpinenow:plugin-test:1.4.1
org.apache.hadoop:hadoop-hdfs:2.6.0,com.couchbase.client:kafka-connector:2.0.1
org.apache.hadoop:hadoop-hdfs:2.6.0,com.github.abashev:commons-vfs2:2.4.1.1
org.apache.hadoop:hadoop-hdfs:2.6.0,com.github.chen0040:java-hdfs-client:1.0.1
org.apache.hadoop:hadoop-hdfs:2.6.0,com.github.hyukjinkwon:hive-exec:1.2.1.spark2
org.apache.hadoop:hadoop-hdfs:2.6.0,com.github.hyukjinkwon.shims:hive-shims-0.23:1.2.1.spark2
org.apache.hadoop:hadoop-hdfs:2.6.0,com.github.jsr203hadoop:jsr203hadoop:1.0.1
org.apache.hadoop:hadoop-hdfs:2.6.0,com.holdenkarau:spark-testing-base_2.10:1.5.0_0.3.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.holdenkarau:spark-testing-base_2.11:1.5.0_0.3.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.ikzen:ikzen-core:1.25.16
org.apache.hadoop:hadoop-hdfs:2.6.0,com.lithium.flow:flow:0.5.1
org.apache.hadoop:hadoop-hdfs:2.6.0,com.marklogic:marklogic-mapreduce2:2.2.8
org.apache.hadoop:hadoop-hdfs:2.6.0,com.marklogic:mlcp:10.0.3
org.apache.hadoop:hadoop-hdfs:2.6.0,com.qubole.rubix:rubix-hadoop2:0.3.3
org.apache.hadoop:hadoop-hdfs:2.6.0,com.qubole.rubix:rubix-prestosql:0.3.12
org.apache.hadoop:hadoop-hdfs:2.6.0,com.sequoiadb:hadoop-sequoiadb:1.12
org.apache.hadoop:hadoop-hdfs:2.6.0,com.sequoiadb:hive-sequoiadb:1.12
org.apache.hadoop:hadoop-hdfs:2.6.0,com.stratio.deep:deep-aerospike:0.8.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.stratio.deep:deep-cassandra:0.8.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.stratio.deep:deep-commons:0.8.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.stratio.deep:deep-core:0.8.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.stratio.deep:deep-elasticsearch:0.8.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.stratio.deep:deep-jdbc:0.8.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.stratio.deep:deep-mongodb:0.8.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.streamxhub.streamx:streamx-flink-repl:1.0.0
org.apache.hadoop:hadoop-hdfs:2.6.0,com.twitter:scalding-hadoop-test_2.10:0.16.1-cascading3-RC3
org.apache.hadoop:hadoop-hdfs:2.6.0,com.twitter:scalding-hadoop-test_2.11:0.16.1-cascading3-RC3
org.apache.hadoop:hadoop-hdfs:2.6.0,com.twitter:scalding-thrift-macros_2.10:0.16.1-cascading3-RC3
org.apache.hadoop:hadoop-hdfs:2.6.0,com.twitter:scalding-thrift-macros_2.11:0.16.1-cascading3-RC3
org.apache.hadoop:hadoop-hdfs:2.6.0,edu.umn.cs.spatialhadoop:spatialhadoop:2.4
org.apache.hadoop:hadoop-hdfs:2.6.0,ml.shifu:shifu:0.11.2
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.gearpump:gearpump-external-hadoopfs_2.11:0.8.4
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.gearpump:gearpump-external-hbase_2.11:0.8.1
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.hadoop.contrib:hadoop-hdfs-bkjournal:2.6.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.hive.hcatalog:hive-hcatalog-core:2.0.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.kylin:kylin-assembly:1.6.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.oozie:oozie-tools:5.2.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.orc:orc-core:1.1.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.reef:reef-io:0.14.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.samoa:samoa-api:0.5.0-incubating
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.samoa:samoa-samza:0.5.0-incubating
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.sentry:sentry-hdfs-namenode-plugin:1.7.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.solr:solr-analysis-extras:6.0.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.solr:solr-analytics:5.4.1
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.systemds:systemds:2.2.1
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.systemml:systemml:1.0.0
org.apache.hadoop:hadoop-hdfs:2.6.0,org.apache.tez:tez-api:0.8.3
org.apache.hadoop:hadoop-hdfs:2.6.0,org.wso2.org.apache.commons:commons-vfs2:2.2.0-wso2v12
org.apache.hadoop:hadoop-hdfs:2.6.0,tech.mlsql:common-utils:0.1.2
org.apache.hadoop:hadoop-hdfs:2.6.0,tech.mlsql:common-utils_2.11:0.1.5
org.apache.hadoop:hadoop-hdfs:2.6.0,tech.mlsql:common-utils_2.12:0.3.9
org.apache.hadoop:hadoop-hdfs:2.6.0,tech.mlsql.serviceframework.baseweb:web-platform_2.11:0.2.1
org.apache.hadoop:hadoop-hdfs:2.6.0,tech.mlsql.serviceframework.baseweb:web-platform_2.12:0.2.1
org.wildfly:wildfly-undertow:10.0.0.Final,org.picketlink:picketlink-wildfly-common:2.5.5.SP2
org.wildfly:wildfly-undertow:10.0.0.Final,org.wildfly:wildfly-clustering-web-undertow:10.0.0.Final
org.wildfly:wildfly-undertow:10.0.0.Final,org.wildfly:wildfly-jaxrs:10.0.0.Final
org.wildfly:wildfly-undertow:10.0.0.Final,org.wildfly:wildfly-picketlink:10.0.0.Final
org.wildfly:wildfly-undertow:10.0.0.Final,org.wildfly:wildfly-rts:10.0.0.Final
org.wildfly:wildfly-undertow:10.0.0.Final,org.wildfly:wildfly-web:10.0.0.Final
org.wildfly:wildfly-undertow:10.0.0.Final,org.wildfly:wildfly-webservices-server-integration:10.0.0.Final
org.wildfly:wildfly-undertow:10.0.0.Final,org.wildfly.camel:cxf-undertow-wildfly:4.1.0
org.pac4j:pac4j-oidc:3.6.1,org.pac4j:pac4j-config:3.6.1
org.jasig.cas.client:cas-client-core:3.2.1,com.vip.saturn:saturn-console:2.0.0
org.jasig.cas.client:cas-client-core:3.2.1,com.vip.saturn:saturn-console-old:3.1.0
org.jasig.cas.client:cas-client-core:3.2.1,net.unicon.cas:cas-addons:1.0.5
org.jasig.cas.client:cas-client-core:3.2.1,net.unicon.cas:cas-java-clients-addons:0.5
org.jasig.cas.client:cas-client-core:3.2.1,org.eurekaclinical:eureka-common:2.0-Alpha-24
org.jasig.cas.client:cas-client-core:3.2.1,org.eurekaclinical:eurekaclinical-common:2.0-Alpha-34
org.jasig.cas.client:cas-client-core:3.2.1,org.eurekaclinical:eurekaclinical-user-common:1.0-Alpha-5
org.jasig.cas.client:cas-client-core:3.2.1,org.gwtopenmaps.openlayers:gwt-openlayers-cas-server:1.0
org.jasig.cas.client:cas-client-core:3.2.1,org.jasig.cas3.extensions:clearpass-integration-uportal:1.0.8.GA
org.jasig.cas.client:cas-client-core:3.2.1,org.openforis.groovy.mvc:groovy-mvc:0.6.4
org.jasig.cas.client:cas-client-core:3.2.1,org.pac4j:pac4j-cas:1.4.1
org.jasig.cas.client:cas-client-core:3.2.1,org.smart4j:smart-sso:2.2
org.apache.kafka:connect-runtime:2.3.0,io.debezium:debezium-embedded:1.0.0.Beta1
org.apache.kafka:connect-runtime:2.3.0,io.siddhi.extension.io.cdc:siddhi-io-cdc:2.0.11
org.apache.kafka:connect-runtime:2.3.0,net.mguenther.kafka:kafka-junit:2.3.0
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.eclipse.jetty.aggregate:jetty-all:7.5.4.v20111024
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.eclipse.jetty.aggregate:jetty-all-server:7.5.4.v20111024
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.ow2.chameleon.fuchsia.base.protobuffer:org.ow2.chameleon.fuchsia.base.protobuffer.protobuffer-test-utils:0.0.3
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.ow2.chameleon.fuchsia.exporter:org.ow2.chameleon.fuchsia.exporter.jax-ws:0.0.2
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.ow2.chameleon.fuchsia.exporter:org.ow2.chameleon.fuchsia.exporter.json-rpc:0.0.4
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.ow2.chameleon.fuchsia.exporter:org.ow2.chameleon.fuchsia.exporter.protobuffer:0.0.4
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.ow2.chameleon.fuchsia.importer:org.ow2.chameleon.fuchsia.importer.jax-ws:0.0.2
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.ow2.chameleon.fuchsia.importer:org.ow2.chameleon.fuchsia.importer.protobuffer:0.0.4
org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,org.ow2.chameleon.fuchsia.testing:fuchsia-helpers:0.0.4
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-atlassian:12.2.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-csv:12.2.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-db:12.2.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-elasticsearch:12.2.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-gitbucket:12.2.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-gsuite:12.2.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-json:12.2.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-xpack:12.2.0.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-slack:12.2.0
org.codelibs.fess:fess:12.2.0,org.codelibs.fess:fess-ds-office365:12.2.0
com.manydesigns:portofino-core:5.2.0,com.manydesigns:portofino-database:5.2.0
com.manydesigns:portofino-core:5.2.0,com.manydesigns:portofino-jersey:5.2.0
com.manydesigns:portofino-core:5.2.0,com.manydesigns:portofino-keycloak:5.2.0
com.manydesigns:portofino-core:5.2.0,com.manydesigns:portofino-quartz:5.2.0
com.manydesigns:portofino-core:5.2.0,com.manydesigns:portofino-resteasy:5.2.0
com.manydesigns:portofino-core:5.2.0,com.manydesigns:portofino-upstairs:5.2.0
org.apache.pdfbox:pdfbox:2.0.12,com.bitplan.pdfextractor:com.bitplan.pdfextractor:0.0.1
org.apache.pdfbox:pdfbox:2.0.12,com.bitplan.simplegraph:com.bitplan.simplegraph.pdf:0.0.3
org.apache.pdfbox:pdfbox:2.0.12,com.blackducksoftware.integration:integration-reporting:0.1.8
org.apache.pdfbox:pdfbox:2.0.12,com.codeborne:pdf-test:1.5.1
org.apache.pdfbox:pdfbox:2.0.12,com.github.bjlhx15:common-pdf:0.0.1
